"Dam_Name","Longitude","Latitude","River","Dam_Height_ft","Year_Built","Removed","Unique_ID","Geoid"
"Yarnell Debris Basin",-118.4863,34.3055,"Tr Bull Canyon",42,1963,0,904,"06037980022"
"Lake Yosemite",-120.4393,37.3754,"Tr Merced Rv",53,1888,0,905,"06047002500"
"Upper Kinney Lake",-119.8265,38.5583,"Tr Silver Creek",26,NA,0,906,"06003010000"
"Crater Lake",-119.9741,38.7235,"Crater Lake Creek",36,1937,0,907,"06003010000"
"Dwight Hammond",-122.4182,41.3818,"Tr Shasta River",25,1959,0,908,"06093000901"
"Sierra Vista",-120.2765,37.1523,"Chowchilla Rv",12,1872,0,909,"06047001902"
"Boggs and Warren",-120.0194,41.6793,"East Sand Creek",12,1922,0,910,"06049000400"
"Virginia Ranch",-121.3097,39.3236,"French Dry Creek              ",152,1963,0,911,"06115041002"
"Fly-In-Acres",-120.3362,38.2455,"Moran Creek",41,1953,0,912,"06009000506"
"Woodward",-120.875,37.8646,"Simmons Creek",58,1918,0,913,"06099000101"
"Duncan Creek Diversion",-120.480324,39.13441,"Duncan Creek                  ",20,1965,0,914,"06061020200"
"Jayne'S Lake",-123.1687,39.6319,"Toney Creek",70,1985,0,915,"06045010100"
"Trabuco",-117.562,33.6445,"Tr Dove Creek",108,1984,0,916,"06059032041"
"Beeler",-121.618519,41.504891,"",9,1974,0,917,"06093001200"
"Stevenson Ranch",-118.5814,34.3808,"Pico Canyon Creek",54,2004,0,918,"06037920326"
"Bassett Brown",-122.2829,38.5007,"Sage Creek",36,1990,0,919,"06055201403"
"Clementia",-121.0702,38.5017,"Tr Cosumnes Rv",33,1976,0,920,"06067008601"
"Reid",-120.4571,38.2995,"Esperanza Creek",32,1969,0,921,"06009000400"
"Fern Lake",-122.5311,38.3431,"Tr Mill Creek",40,1921,0,922,"06097150303"
"Lake Camille",-122.2525,38.2775,"Tr Tulucay Cr",30,1880,0,923,"06055200900"
"Santa Rosa Creek Reservoir",-122.6491,38.4574,"Tr Santa Rosa Cr",37,1963,0,924,"06097151702"
"Mud Lake",-120.498,41.5494,"Tr Nfk Pit River",10,1926,0,925,"06049000300"
"Mendocino Middle",-123.1355,39.131,"Middle Creek",39,1908,0,926,"06045011700"
"Lake Orinda",-122.1884,37.8916,"Cascade Creek",45,1935,0,927,"06013354002"
"Payne",-120.4673,41.3993,"Tr Sfk Pit River",12,1928,0,928,"06049000300"
"Chinquapin",-123.2801,39.3774,"Moore Creek",49,1971,0,929,"06045010601"
"La Herradura",-122.4189,38.5186,"Tr Conn Creek",73,1948,0,930,"06055201700"
"Rock Creek",-120.7293,38.9382,"Rock Creek",35,1932,0,931,"06017030603"
"Mud",-120.1689,36.5636,"Fresno Slough",14,1919,0,932,"06019008200"
"Lake Jane",-119.8233,37.0614,"Tr Hildreth Cr",37,1961,0,933,"06039000109"
"Lawler",-122.5772,38.2986,"North Creek",40,1910,0,934,"06097150612"
"George Reese Reservoir",-122.4634,40.5284,"Tr Tadpole Cr",29,1876,0,935,"06089011001"
"Double U Fish Ranch",-120.9008,41.4555,"",21,NA,0,936,"06049000300"
"Sack",-120.5,36.9837,"San Joaquin River",9,1946,0,937,"06039001100"
"Abrams",-120.9817,38.8483,"Hastings Creek",37,1950,0,938,"06017030601"
"Angwin",-122.4318,38.581,"Moore Creek",35,1967,0,939,"06055201700"
"Lower Twin Lake",-122.4192,38.6459,"Tr Pope Creek",18,1985,0,940,"06055201800"
"Harrison Street",-117.4293,33.8788,"Harrison Creek",50,1954,0,941,"06065042008"
"Spencer Lake",-122.379,37.5705,"Tr S Francisco Bay",87,1876,0,942,"06081605600"
"Clifton Court Forebay",-121.5864,37.821,"Tr Old River",34,1970,0,943,"06013304002"
"Lang Creek Detention Basin",-118.8277,34.2116,"Lang Creek",67,2004,0,944,"06111007509"
"Phoenix Lake",-122.5752,37.9553,"Ross Creek",90,1907,0,945,"06041131100"
"Spooner",-120.6308,41.0144,"Tr Ash Creek",17,1906,0,946,"06035040100"
"Thomas Briles",-120.3527,41.7688,"Tr Goose Lake",23,1910,0,947,"06049000300"
"Lake Cynthia",-122.282,38.3499,"Tr Soda Creek",20,1955,0,948,"06055201401"
"Olson",-122.09,38.32,"Ledgewood Creek",45,1955,0,949,"06055201403"
"Lemoore Diversion Weir",-119.7228,36.4185,"Kings River",21,1924,0,950,"06019007400"
"Hendricks",-119.8988,37.3567,"Tr Horse Creek",33,1958,0,951,"06043000301"
"Kelsey",-120.3545,37.5451,"Tr S Fork Dry Cr",28,1929,0,952,"06047002500"
"Righetti",-120.5851,35.2491,"W Corral De Piedra",83,1966,0,953,"06079011505"
"John Orr",-120.9732,38.2975,"Tr Jackson Cr",20,1959,0,954,"06005000304"
"Faucherie Lake Main",-120.5691,39.429,"Canyon Creek                  ",65,1966,0,955,"06057000900"
"Danhauser",-120.4835,41.4119,"Tr Sfk Pit River",17,1890,0,956,"06049000300"
"Grinding Rock",-120.2576,37.9367,"Tr Turnback Cr",55,1979,0,957,"06109003200"
"Irrigation Reservoir",-118.9677,35.3341,"Offstream",22,1980,0,958,"06029002403"
"Kilmer",-120.5122,37.7627,"Tr Dry Creek",31,1953,0,959,"06109005201"
"Boles Meadow",-120.8793,41.7306,"",8,1986,0,960,"06049000300"
"Buchanan",-120.8333333,41.96944445,"",7,1890,0,961,"06049000300"
"Brick Flat Pit Containment",-122.5282,40.6744,"Slickrock Creek",160,1994,0,962,"06089012400"
"Morgan Debris Basin",-117.8209,34.1414,"Morgan Canyon Crk",37,1962,0,963,"06037400402"
"Goodhart Canyon Detention Basin",-116.9802,33.6805,"Goodhart Canyon",15,1999,0,964,"06065043292"
"Quarry Pits",-122.0068,37.579,"Old Alameda Creek",26,1997,0,965,"06001441301"
"Hawkins",-121.3117,36.9565,"T.Arro.D Las Viboras",72,1928,0,966,"06069000100"
"Coyote",-121.5497,37.1193,"Coyote Creek",140,1936,0,967,"06085513500"
"Green Valley Lake",-122.1973,38.2706,"Dug Road Gulch",40,1956,0,968,"06095252204"
"Williams Valley",-123.1844,39.8372,"Tr Short Creek",47,1965,0,969,"06045010100"
"Pond 2b",-122.1258,38.0986,"Tr Suisun Bay",55,1975,0,970,"06095252102"
"Long Valley",-118.7064,37.5872,"Owens River",126,1941,0,971,"06051000101"
"Schneider",-121.0919,38.4669,"Tr Arkansas Cr",22,1941,0,972,"06067008602"
"Decoto Reservoir",-121.9971,37.5916,"Offstream",33,1966,0,973,"06001441100"
"Mardis Barry",-120.634,40.4196,"Tr Susan River",14,1941,0,974,"06035040303"
"Empire Weir No. 1",-119.8578,36.2389,"Sfk Kings River",18,1906,0,975,"06031001601"
"Empire Weir No. 2",-119.8326,36.1796,"Sfk Kings River",15,1938,0,976,"06031001601"
"Metzger",-120.1098,37.7166,"Dutch Creek",30,1956,0,977,"06043000200"
"Rodden Lake",-120.7654,37.8181,"Lesnini Creek",40,1916,0,978,"06099000101"
"Silva Flat",-120.923,40.9694,"Juniper Creek",11,1926,0,979,"06035040100"
"Codding Reservoir",-122.9738,38.9206,"unnamed",36,NA,0,980,"06045011800"
"Auburn Valley Country Club #3",-121.1471,38.9999,"Tr Bear River",39,1959,0,981,"06061021604"
"Lagoon Valley County Park",-122.0131,38.3343,"Tr Laguna Creek",13,1981,0,982,"06095253108"
"Weaver Lake Dam",-120.6611111,39.46805556,"Y",27,1967,0,983,"06057000900"
"Redwood Landfill Leachate Impoundment",-122.558,38.1677,"Offstream",10,1991,0,984,"06041101100"
"R. Simoni Irrigation",-121.7066,37.0872,"Hay Canyon",44,1961,0,985,"06085512200"
"Hein",-120.9299,38.1601,"Tr Bear Creek",16,1962,0,986,"06009000222"
"Eagle Canyon Debris Basin",-116.4816,33.7835,"Eagle Canyon",60,2015,0,987,"06065941001"
"Morgan",-122.0989,38.3364,"Tr Gordon Val Cr",34,NA,0,988,"06055201403"
"Notre Dame",-122.3082,37.5091,"Belmont Creek",51,NA,0,989,"06081608900"
"Felt Lake",-122.1848,37.395,"Tr Los Trancos Cr",67,1930,0,990,"06085511707"
"Castaic",-118.6136,34.5215,"Castaic Creek",340,1973,0,991,"06037920102"
"Lake Bordeaux",-122.5336,38.7434,"Tr Bucksnort Creek",43,1962,0,992,"06033001302"
"Boole",-120.9762,38.9964,"Tr American Rv",25,1951,0,993,"06061021901"
"Graven",-120.6708,41.2883,"Tr Canyon Creek",15,1917,0,994,"06049000300"
"Twin Lake",-119.944518,38.6089,"North Fork Mokelumne River-tr ",22,1903,0,995,"06003010000"
"Lake Angela",-120.3279,39.3225,"Tr Sfk Yuba Rv",28,1924,0,996,"06057000900"
"Dolcini",-122.7011,38.1599,"Salmon Creek",35,1949,0,997,"06041133000"
"Jacobs Creek",-120.9399,38.7959,"Jacobs Creek",53,1948,0,998,"06017030901"
"Blakely",-120.7078,38.7417,"Tr Sfk American R",19,1875,0,999,"06017031301"
"Maine Prairie 3",-121.8137,38.3289,"Ulatis Creek",11,1965,0,1000,"06095253300"
"Williamson No. 1",-120.9372,38.7555,"Tr Weber Creek",42,1926,0,1001,"06017030901"
"Bellett",-121.0422,39.3659,"Tr Shady Creek",54,1950,0,1002,"06057000900"
"San Dieguito",-117.1974,33.0405,"Tr Escondido Cr",51,1918,0,1003,"06073017106"
"Deer Creek",-121.7607,37.9227,"Deer Creek",29,1963,0,1004,"06013304001"
"Cherokee",-120.6094,38.0808,"Cherokee Creek",44,1959,0,1005,"06009000121"
"Dos Pueblos",-119.9526,34.4474,"Tr Dos Pueblos",78,1946,0,1006,"06083002932"
"Lafayette",-122.1371,37.8841,"Lafayette Creek",132,1929,0,1007,"06013350000"
"Fall River Weir",-121.4389,41.0012,"Fall River                    ",8,1921,0,1008,"06089012702"
"Penn Valley Wastewater",-121.2081,39.1752,"Tr Indian Spr Cr",39,1990,0,1009,"06057000403"
"Everly",-120.562536,41.89151,"",9,1980,0,1010,"06049000300"
"Sunflower",-122.5873,40.0737,"Sunflower Gulch",50,1976,0,1011,"06103000300"
"Lake County Sanitation District 2",-122.9217,39.1157,"Tr Lyons Creek",77,1976,0,1012,"06033000100"
"Mill Pond",-123.8123,39.4414,"Alder and Maple Creek",33,1885,0,1013,"06045010400"
"Upper San Fernando",-118.4936,34.3028,"San Fernando Cr",82,1921,0,1014,"06037980022"
"Brooktrails 3 North",-123.3905,39.4443,"",49,1970,0,1015,"06045010602"
"Lake Ada Rose",-123.3844,39.4326,"Tr Willets Creek",50,1964,0,1016,"06045010602"
"San Sevaine Basin #5",-117.4991,34.1398,"San Sevaine Creek",49,2004,0,1017,"06071002041"
"Coyote Percolation",-121.7608,37.2352,"Coyote Creek",24,1934,0,1018,"06085512038"
"Clarke",-120.3803,41.6906,"Tr Nfk Pit Rv",17,1939,0,1019,"06049000300"
"Lake Gregory",-117.2669,34.2479,"Houston Creek",90,1938,0,1020,"06071010804"
"South Fork Diversion",-121.1183,39.6486,"South Fork Feather River      ",60,1961,0,1021,"06063000202"
"Almond",-122.0815,37.7149,"Offstream",30,1954,0,1022,"06001430300"
"Stone Canyon",-118.4551,34.1067,"Stone Canyon Cr",188,1924,0,1023,"06037262100"
"Fredonia",-120.5338,40.6991,"Tr Pine Creek",27,1914,0,1024,"06035040100"
"Coon Camp",-120.487,40.7163,"Tr Horse Lake",23,1900,0,1025,"06035040100"
"Shugru",-120.5606,40.3536,"Tr Susan River",20,NA,0,1026,"06035040302"
"Concow",-121.5281,39.7636,"Concow Creek",94,1925,0,1027,"06007002401"
"Lower Franklin No. 2",-118.4131,34.1003,"Franklin Canyon",49,1982,0,1028,"06037261104"
"Schwindt",-123.5194,39.8544,"Tr Burns Creek",37,NA,0,1029,"06045010200"
"Bar X Ranch Reservoir #2",-122.5953,38.7763,"Crazy Creek",30,2003,0,1030,"06033001302"
"Reservoir C",-120.7722222,41.65972222,"",20,1911,0,1031,"06049000300"
"Ray Soule Reservoir",-122.3738,41.7315,"Tr L Shasta R",28,1953,0,1032,"06093000300"
"Volo Mining Company",-120.8765,38.7126,"Indian Creek",35,1958,0,1033,"06017030902"
"Indian Creek",-120.9223,38.7258,"Indian Creek",36,1946,0,1034,"06017030902"
"Healdsburg Recreation",-122.8605,38.6023,"Russian River",15,1953,0,1035,"06097153902"
"J. W. Wisda",-118.5929,34.0934,"Tr Topanga Can",50,1958,0,1036,"06037800104"
"Bevans Creek",-123.132,39.3081,"Bevans Creek",51,1955,0,1037,"06045010801"
"Little Juniper",-120.4848,41.3422,"L Juniper Crk",22,1926,0,1038,"06049000300"
"Lake Lucerne",-122.4057,37.2243,"Ar De Los Frijoles",21,1923,0,1039,"06081613800"
"Vonsen",-122.6782,38.1819,"Tr San Antonio Cr",35,1951,0,1040,"06041133000"
"Puddingstone",-117.8084,34.0909,"Walnut Creek",147,1928,0,1041,"06037401304"
"Live Oak",-117.7457,34.1327,"Live Oak Creek",76,1922,0,1042,"06037400209"
"Kramer",-121.2112,41.1843,"Widow Valley Creek",31,1937,0,1043,"06035040100"
"Rye Grass Swale",-120.65,41.3629,"Tr Canyon Creek",20,1923,0,1044,"06049000300"
"Anderson Ranch",-121.0647,39.2956,"Tr So Yuba Rv",47,1989,0,1045,"06057000801"
"Jeff Davis",-120.5406,38.3439,"Tr Wet Gulch Crk",114,1973,0,1046,"06009000400"
"Dry Creek",-121.7334,37.9107,"Dry Creek",30,1963,0,1047,"06013304001"
"Green Valley",-120.151,37.7764,"Smith Creek",33,1957,0,1048,"06043000200"
"Corral",-122.5237,39.832,"Kendrick Creek",31,1959,0,1049,"06103000300"
"Ramona",-116.9977,33.0249,"Green Val Road Cr",228,1988,0,1050,"06073017021"
"Murray",-122.7471,38.6125,"Tr Franz Creek",55,1970,0,1051,"06097153807"
"Nevada City Raw Water Reservoir",-120.9976,39.2462,"Tr Little Deer Cr",48,1980,0,1052,"06057000802"
"Big Dry Creek",-119.6603,36.8874,"Big Dry Cr & Dog Cr",50,1948,0,1053,"06019005515"
"Corders#1",-121.140274,40.819026,"",9,1954,0,1054,"06035040100"
"Long Valley West No. 2",-122.4416,38.6458,"Tr Pope Creek",35,1982,0,1055,"06055201800"
"Modesto Effluent Storage",-121.0824,37.5375,"Offstream",20,1987,0,1056,"06099003100"
"Laurel Springs Club",-121.519,37.228,"Mfk Coyote Creek",28,1968,0,1057,"06085513500"
"Cross Creek Ranch",-120.8871,38.7583,"Tr Webber Creek",23,1949,0,1058,"06017030902"
"Junge No. 2",-121.9518,40.6854,"Tr Clover Creek",34,1965,0,1059,"06089012605"
"Mathews",-117.4624,33.842,"Tr Cajalco Creek",264,1938,0,1060,"06065042008"
"Asti",-122.9723,38.7468,"Tr Russian Rv",34,1955,0,1061,"06097154100"
"Twain Harte",-120.244,38.0291,"unnamed creek",36,1928,0,1062,"06109003101"
"Lookout",-121.1462,41.2091,"Pit River",11,1930,0,1063,"06049000200"
"Round Mountain",-123.2297,39.2118,"Tr York Creek",43,1964,0,1064,"06045010900"
"Camp Far West Diversion",-121.3322,39.0421,"Bear River",32,1977,0,1065,"06115040800"
"A. L. Chaffin",-121.5851,39.5969,"Tr Cottonwood Cr",65,1957,0,1066,"06007002500"
"North",-122.3295,37.9728,"Offstream",82,1961,0,1067,"06013367100"
"Fuller Lake",-120.6506,39.3449,"John Creek - Tributary        ",39,1856,0,1068,"06057000900"
"Salt Springs Valley",-120.7643,38.0305,"Rock Creek",47,1882,0,1069,"06009000124"
"Bevanda",-120.8859,38.1451,"Tr Calaveras Rv",29,1925,0,1070,"06009000222"
"Lake Arrowhead",-117.1676,34.2606,"Little Bear Cr",190,1922,0,1071,"06071010906"
"Poore Lake Reservoir",-119.5223,38.3159,"Poore Creek",23,1900,0,1072,"06051000102"
"Mendiboure",-120.4087,40.9969,"Tr Van Loan Cr",30,1949,0,1073,"06035040100"
"Steidlmayer #3",-121.8251,39.2286,"Unnamed",49,1961,0,1074,"06101050800"
"Householder",-120.5555556,41.88888889,"",12,1970,0,1075,"06049000300"
"Santa Anita Debris Basin",-118.0239,34.1714,"Santa Anita Wash",56,1960,0,1076,"06037430400"
"Lowe",-122.7542,38.6257,"Tr Franz Creek",30,1959,0,1077,"06097154100"
"Nash",-122.3057,40.6028,"Tr Stillwater Cr",41,1960,0,1078,"06089011801"
"Wastewater Storage",-120.9393,39.0798,"Tr Smuthers Ravine",75,1978,0,1079,"06061022002"
"Yucaipa No. 3",-117.047,34.0571,"Tr Yucaipa Cr",35,1978,0,1080,"06071008715"
"Jackson Creek",-120.8888,38.3037,"Jackson Creek                 ",193,1965,0,1081,"06005000304"
"Rector Creek",-122.3454,38.4434,"Rector Creek",164,1946,0,1082,"06055201403"
"University Mound North Basin",-122.4116,37.7257,"Offstream",17,1885,0,1083,"06075025900"
"Reynolds Weir",-119.6705,36.4344,"Tr Kings River",13,1928,0,1084,"06019007400"
"Lakewood",-121.0767,38.9636,"Dry Creek",33,1959,0,1085,"06061021801"
"Pacific Grove",-121.9158,36.6122,"Tr Pacific Ocean",32,1882,0,1086,"06053012100"
"Hamilton",-122.5627,39.6949,"Tr Watson Creek",28,1967,0,1087,"06021010300"
"Kunkle",-121.5757,39.713,"Tr W Br Feather R",54,1907,0,1088,"06007002300"
"Lake County Sanitation District",-122.6262,38.9846,"Tr Burns Val Creek",40,1972,0,1089,"06033000703"
"Mcmahon",-120.2007,37.6997,"Maxwell Creek",52,1957,0,1090,"06043000200"
"Reservoir No. 4",-118.2984,34.1943,"Offstream",38,1955,0,1091,"06037310100"
"Annadel No. 1",-122.6344,38.4271,"Spring Creek",67,1956,0,1092,"06097151602"
"Black Reservoir",-119.4763,38.3374,"Black Creek",18,1905,0,1093,"06051000102"
"Murphys Forebay West",-120.4294,38.1494,"Angels Creek                  ",67,1953,0,1094,"06009000501"
"Reservoir 2",-122.4327,38.625,"Burton Creek",14,NA,0,1095,"06055201800"
"La Contenta",-120.8211,38.1695,"Tr Cosgrove Spring",43,2002,0,1096,"06009000221"
"Boron Tails Pond 6",-117.7189,35.0435,"Offstream",39,1980,0,1097,"06029005600"
"Spaulding  3",-121.1250001,41.50833333,"",9,1965,0,1098,"06049000300"
"Ferro Debris Basin",-119.1078,34.2622,"Tr Beardsley Wash",45,1986,0,1099,"06111009300"
"Beck",-117.1701,33.3556,"Offstream",95,1983,0,1100,"06073018805"
"East Hicks Canyon Retarding Basin",-117.7187,33.7236,"Hicks Can Wash",49,1997,0,1101,"06059052430"
"California Park",-121.7916,39.747,"Dead Horse Slough",23,1986,0,1102,"06007000904"
"Treatment Ponds",-122.2611,40.4368,"Tr Anderson Cr",16,1975,0,1103,"06089012200"
"Hickory Basin",-117.5144,34.0925,"W Fontana Channel",19,2001,0,1104,"06071002204"
"Salinas River Diversion",-121.751,36.7099,"Salinas River",16,2009,0,1105,"06053010306"
"Jameson Vineyards",-122.2219,38.2039,"Tr Fagan Creek",41,NA,0,1106,"06055201003"
"Headworks Reservoir East",-118.3134,34.1532,"Offstream",32,2016,0,1107,"06037980009"
"Agua Tibia",-117.0156,33.3611,"Offstream",35,1947,0,1108,"06073019108"
"San Vicente",-116.9272,32.9116,"San Vicente Creek",338,1943,0,1109,"06073016901"
"James J. Lenihan",-121.988,37.2015,"Los Gatos Crk",208,1953,0,1110,"06085507002"
"Oroville",-121.4834,39.5364,"Feather River                 ",770,1968,0,1111,"06007002500"
"Lake Burgundy",-122.5245,38.7488,"Tr Bucksnort Creek",28,1962,0,1112,"06033001302"
"Davis Creek Orchard",-120.3912,41.712,"Roberts Creek",17,1975,0,1113,"06049000300"
"Whispering Oaks",-120.1122,37.4703,"Bear Creek",31,1968,0,1114,"06043000102"
"Foothill Ranch",-121.0306,38.1031,"Tr Calaveras Rv",15,1952,0,1115,"06077004704"
"Gilmore",-120.9908,38.0446,"Tr Mormon Slough",28,1918,0,1116,"06077004800"
"Magnolia",-121.072,39.0383,"Magnolia Creek",68,1967,0,1117,"06057000107"
"Leonard Johnson",-120.4096,41.6408,"Dry Creek",18,1948,0,1118,"06049000300"
"Lake Herman",-122.1502,38.0953,"Sulphur Springs Cr",51,1905,0,1119,"06095252104"
"Perris",-117.1978,33.8633,"Bernasconi Pass",130,1973,0,1120,"06065042623"
"Morris S. Jones",-118.0759,34.1631,"",49,1952,0,1121,"06037460002"
"Lake Angela",-122.2919,40.6655,"Chicken Spr Gulch",24,1958,0,1122,"06089011802"
"Black Hawk",-119.7842,37.1641,"Coarse Gold Cr",45,1971,0,1123,"06039000106"
"Las Tablas Creek",-120.9415,35.6876,"Las Tablas Cr",40,1961,0,1124,"06079010017"
"Lower Twin Lake",-119.3261,38.1679,"Robinson Creek",16,1888,0,1125,"06051000102"
"Lower Rock Lake",-120.6228,39.4285,"Texas Creek                   ",10,1855,0,1126,"06057000900"
"Guzman Reservoir",-119.0667,35.7399,"Offstream",47,NA,0,1127,"06029004605"
"Dead Horse Reservoir",-120.5885,41.7077,"",7,1931,0,1128,"06049000300"
"Murphys Wastewater",-120.4619,38.1279,"Offstream",24,1980,0,1129,"06009000122"
"Upper Letts",-122.716621,39.307872,"LETTS CREEK",21,1958,0,1130,"06011000400"
"Middle Cooperstown",-120.5383,37.7502,"Tr Dry Creek",24,1947,0,1131,"06109005201"
"Grass Lake",-120.6967,39.7282,"",10,1893,0,1132,"06063000201"
"Reservoir N",-120.8833,41.6250001,"",7,1977,0,1133,"06049000300"
"J&T Cattle Company No. 1",-120.5072,37.6167,"Peaslee Creek",22,2013,0,1134,"06099002901"
"Galivan Retarding Basin",-117.6762,33.5632,"Oso Creek",14,2000,0,1135,"06059042333"
"Junge No. 3",-121.9613,40.6714,"Tr Clover Creek",43,1966,0,1136,"06089012605"
"El Centro Water Purification Plant",-115.5626,32.7667,"Offstream",13,1956,0,1137,"06025011803"
"Sycamore",-117.3434,33.9547,"Sycamore Canyon",63,1956,0,1138,"06065042207"
"Crocker",-122.3738,37.5644,"Sanchez Creek",45,1890,0,1139,"06081605600"
"Mills",-121.1086,38.4999,"Tr Cosumnes Rv",23,1952,0,1140,"06067008602"
"Mast",-123.5284,39.6659,"Tr Cahto Creek",85,1963,0,1141,"06045010200"
"Ice Lakes",-120.383,39.2935,"Serena Creek",12,1942,0,1142,"06061022014"
"Live Oak Reservoir",-117.7542,34.1395,"Tr Marshall Cr",105,1975,0,1143,"06037400209"
"Soulajule",-122.7815,38.1523,"Arroyo Sausal",122,1979,0,1144,"06041133000"
"Buena Vista",-119.2355,35.1887,"Offstream",20,1890,0,1145,"06029003304"
"Laurel Creek",-122.319,37.5267,"Laurel Creek",40,1969,0,1146,"06081607000"
"Lema",-122.3341,40.5979,"Tr Churn Creek",31,1957,0,1147,"06089010804"
"Chabot",-122.1228,37.7297,"San Leandro Creek",142,1892,0,1148,"06001410000"
"Ferrario",-120.9175,38.188,"Tr Bear Creek",25,1955,0,1149,"06009000221"
"Emery",-120.5038,38.2484,"Mckinneys Creek",53,1850,0,1150,"06009000302"
"Branham Flat",-120.5146,40.7289,"Branham Creek",20,1880,0,1151,"06035040100"
"Horse Lake",-120.3891,40.6806,"Snowstorm Creek",12,1912,0,1152,"06035040100"
"Relief",-119.7337,38.2812,"Summit Creek                  ",140,1909,0,1153,"06109003103"
"Maria",-121.5338,37.706,"Unnamed Stream",48,2003,0,1154,"06077005213"
"Svcsd Reclamation Pond 1",-122.3904,38.219,"Offstream",17,1990,0,1155,"06097150100"
"Lytton",-122.8746,38.6479,"Tr Russian Rv",34,1956,0,1156,"06097154000"
"Hat Creek No. 2 Diversion",-121.5451,40.9503,"Hat Creek                     ",29,1943,0,1157,"06089012702"
"Bowman Main",-120.6528,39.449,"Canyon Creek                  ",167,1926,0,1158,"06057000900"
"Dutch Flat Afterbay",-120.8448,39.2135,"Bear River                    ",165,1965,0,1159,"06057000701"
"Upper Chiquita",-117.6156,33.5883,"Tr to San Juan Creek",177,2012,0,1160,"06059032065"
"Blanchard-Offner",-122.4658,38.6373,"Tr Pope Creek",47,1963,0,1161,"06055201700"
"Palo Verde",-116.7304,32.8119,"Sweetwater Rv",67,1970,0,1162,"06073021204"
"San Marcos",-117.2091,33.1092,"San Marcos Creek",52,1946,0,1163,"06073020042"
"Mcguire",-123.6157,39.3607,"Sfk Noyo River",27,1967,0,1164,"06045010300"
"Morning Star",-120.756,39.1428,"North Forbes Cr",44,1870,0,1165,"06061020200"
"Tiger Creek Forebay",-120.477964,38.453465,"Tiger Creek                   ",33,NA,0,1166,"06005000102"
"Camanche Dike No. 2",-121.0006,38.2098,"Mokelumne River               ",90,NA,0,1167,"06077004703"
"Fay Gunby",-120.7377,38.7306,"Tr Weber Creek",40,1961,0,1168,"06017031301"
"Kidd Lake Main",-120.4327,39.311,"South Yuba River - Tr         ",35,1850,0,1169,"06061022014"
"Lake Spaulding No. 2",-120.642,39.3295,"South Yuba River              ",42,1916,0,1170,"06057000900"
"Michigan Bar No. 1",-121.0827,38.4825,"Tr Cosumnes Rv",17,1989,0,1171,"06067008602"
"Montezuma",-121.8565,38.0738,"",14,2003,0,1172,"06095253502"
"Upper Wilcox",-119.6849,37.2255,"Unnamed Tributary To Picayunne Creek",48,1930,0,1173,"06039000110"
"Henne",-122.4628,38.5865,"Angwin Stream",49,1959,0,1174,"06055201700"
"Putts Lake",-120.6847,39.2879,"Blue Canyon Cr",19,1916,0,1175,"06061022013"
"Clear Lake",-122.5663,38.9227,"Cache Creek                   ",35,1914,0,1176,"06033001200"
"Lake Valley Main",-120.598,39.3002,"North Fork American River     ",75,1889,0,1177,"06061022013"
"Alisal Creek",-120.1351,34.5476,"Alisal Creek",93,1971,0,1178,"06083001907"
"La Grange",-120.444416,37.672196,"Tuolumne River                ",131,1893,0,1179,"06099002901"
"Isabel Lake No. 1",-121.5396,37.3179,"Tr Isabel Creek",23,1948,0,1180,"06085513500"
"B. J. Robinson",-122.2193,38.2911,"Tulocay Creek",46,1957,0,1181,"06055201003"
"Circle S",-122.2712,38.4193,"Tr Milliken Cr",28,1979,0,1182,"06055201401"
"Kellogg Ballpark",-122.6617,38.6246,"Tr Franz Creek",51,1962,0,1183,"06097154100"
"Our House",-120.9958,39.4118,"Middle Yuba River             ",70,1969,0,1184,"06057000900"
"Cpud Middle Fork",-120.4425,38.3848,"Middle Fork Mokelumne River   ",102,1939,0,1185,"06009000400"
"Jenks Lake - Dam",-116.883524,34.165161,"",30,1875,0,1186,"06071011500"
"Camanche Dike No. 4",-121.0177,38.2288,"Mokelumne River               ",35,NA,0,1187,"06077004703"
"Crystal Lake",-121.0101,38.6707,"Tr Deer Creek",32,1952,0,1188,"06017030808"
"Hardester North",-122.4113,38.6233,"Tr Burton Crrek",36,2003,0,1189,"06055201800"
"Trampas Canyon",-117.5837,33.4988,"Trampas Canyon",229,1975,0,1190,"06059032064"
"Gem Lake",-119.1414,37.7511,"Rush Creek                    ",80,1917,0,1191,"06051000101"
"Copco No 2",-122.339775,41.979208,"Klamath River                 ",27,1925,0,1192,"06093000300"
"Mallacomes",-122.6809,38.6447,"Foote Creek",57,1951,0,1193,"06097154100"
"Hall Mill Dam",-116.780861,33.80418,"",40,1949,0,1194,"06065044405"
"Hunters",-120.3597,38.1995,"Mill Creek                    ",59,1927,0,1195,"06009000506"
"New Spicer Meadow",-119.9971,38.393,"Highland Creek                ",265,1989,0,1196,"06109002102"
"Melrose Avenue",-117.2368,33.1221,"Tr San Marcos Crk",57,1998,0,1197,"06073020031"
"Rancho Del Ciervo",-119.8218,34.4748,"Tr San Jose Cr",65,1938,0,1198,"06083002907"
"R. W. Matthews",-123.4332,40.3685,"Mad River                     ",150,1962,0,1199,"06105000500"
"Aeree",-121.0256,38.8443,"Tr Pilot Creek",35,1951,0,1200,"06017030601"
"Lolonis Vineyards",-123.1902,39.2627,"Tr W Fk Russian R",67,1999,0,1201,"06045010801"
